rule_name,spec_text,cp_name_1,coverage_desc_1,cp_name_2,coverage_desc_2,cp_name_3,coverage_desc_3,cp_name_4,coverage_desc_4,cp_name_5,coverage_desc_5,cp_name_6,coverage_desc_6,cp_name_7,coverage_desc_7,cp_name_8,coverage_desc_8,cp_name_9,coverage_desc_9,cp_name_10,coverage_desc_10,cp_name_11,coverage_desc_11,cp_name_12,coverage_desc_12,cp_name_13,coverage_desc_13,cp_name_14,coverage_desc_14,cp_name_15,coverage_desc_15,cp_name_16,coverage_desc_16,cp_name_17,coverage_desc_17,cp_name_18,coverage_desc_18,cp_name_19,coverage_desc_19,cp_name_20,coverage_desc_20,cp_name_21,coverage_desc_21,cp_name_22,coverage_desc_22,cp_name_23,coverage_desc_23,coverage_status,explanation,gaps,cp_name_24,coverage_desc_24,cp_name_25,coverage_desc_25,cp_name_26,coverage_desc_26,cp_name_27,coverage_desc_27,cp_name_28,coverage_desc_28,cp_name_29,coverage_desc_29,cp_name_30,coverage_desc_30,cp_name_31,coverage_desc_31,cp_name_32,coverage_desc_32,cp_name_33,coverage_desc_33,cp_name_34,coverage_desc_34,cp_name_35,coverage_desc_35,cp_name_36,coverage_desc_36
vtype-sew_val,"For a given supported fractional LMUL setting, implementations must support SEW settings between SEWMIN and LMUL * ELEN, inclusive.",cp_sew_lmul_vset_i_vli,"cp_sew_lmul_vset_i_vli exhaustively sets all legal SEW/LMUL combinations, exercising SEW values from SEW_MIN up to LMUL*ELEN for each fractional LMUL setting.",cp_ssstrictv_vsetvli_lmul_sew_ratio,"cp_ssstrictv_vsetvli_lmul_sew_ratio tests the upper boundary by using SEW values that exceed LMUL*ELEN, verifying the implementation rejects those configurations (sets vill), thus confirming the legal range is LMUL*ELEN-bounded.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The rule requires implementations to support SEW∈[SEW_MIN, LMUL*ELEN] for each fractional LMUL. cp_sew_lmul_vset_i_vli exercises legal SEW values; cp_ssstrictv_vsetvli_lmul_sew_ratio probes the out-of-range boundary.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vtype-lmul_fval_rsv,"The use of vtype encodings with LMUL &lt; SEWMIN/ELEN is reserved, but implementations can set vill if they do not support these configurations.",cp_ssstrictv_vlmul_100_reserved,"cp_ssstrictv_vlmul_100_reserved exercises the always-reserved vlmul=100 encoding and verifies the implementation responds by setting vill, directly testing the rule's normative outcome.",cp_vtype_vill_set_vl_0,"cp_vtype_vill_set_vl_0 verifies that when an unsupported/reserved vtype configuration is requested, vl is forced to zero alongside vill being set, confirming the complete reserved-encoding response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,The rule states that LMUL < SEW_MIN/ELEN encodings are reserved and implementations may set vill. cp_ssstrictv_vlmul_100_reserved tests the concrete reserved encoding; cp_vtype_vill_set_vl_0 checks the resulting vill+vl=0 state.,"For ELEN=32, vlmul=101 (1/8) is also below SEW_MIN/ELEN=1/4 and should be reserved; a dedicated test for that case is absent.",,,,,,,,,,,,,,,,,,,,,,,,,,
LMUL,"LMUL is set by the signed vlmul field in vtype (i.e., LMUL = 2vlmul[2:0]).",cp_custom_vwholeRegLS_lmul,"Coverpoint exercises LMUL values 1/2/4/8 by setting vlmul field in vtype, directly relating to how LMUL is derived from vlmul[2:0]",cp_custom_vext2_overlapping_vd_vs2_lmul8,Tests with LMUL=2 configuration for the destination register group,cp_custom_allVdOverlapTopVs2_vd_vs2_lmul2,"Coverpoint exercises LMUL=2 grouping, confirming the processor correctly interprets the LMUL setting from vtype",cp_custom_vdOverlapBtmVs2_vd_vs2_lmul4,"The coverpoint explicitly sets LMUL=4, exercising the LMUL grouping mechanism",cp_ssstrictv_masking_vd_eq_v0_lmulgt1,"Exercises LMUL values 2, 4, 8 to test the register grouping that causes vd=v0 to overlap the mask register",cp_ssstrictv_vrgather_vd_vs2_overlap,"Tests across LMUL={1,2,4,8}, exercising different LMUL grouping settings",cp_ssstrictv_vcompress_vd_vs2_overlap,"Tests across LMUL={1,2,4,8} settings, exercising different LMUL configurations",cp_ssstrictv_vslide1up_vd_vs2_overlap,"Coverpoint exercises LMUL values {1,2,4,8} to create register group overlaps, partially covering LMUL configuration.",cp_ssstrictv_ls_seg_vd_overflow_emulgt1,Exercises LMUL=2 and LMUL=4 settings which determine the register group size contributing to the overflow condition,cp_ssstrictv_vlmul_100_reserved,"Tests a specific vlmul field encoding (3'b100) and its interpretation, exercising the LMUL configuration mechanism described by this rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_vwholeRegLS_lmul, cp_custom_vext2_overlapping_vd_vs2_lmul8, cp_custom_allVdOverlapTopVs2_vd_vs2_lmul2, cp_custom_vdOverlapBtmVs2_vd_vs2_lmul4, cp_ssstrictv_masking_vd_eq_v0_lmulgt1, cp_ssstrictv_vrgather_vd_vs2_overlap, ...) collectively exercise LMUL across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
VLMAX,The derived value VLMAX = LMUL*VLEN/SEW represents the maximum number of elements that can be operated on with a single vector instruction given the current SEW and LMUL settings as shown in the table below.,cp_custom_vmask_write_lmulge1,"Uses vl=VLMAX to create maximum-length vectors, exercising the VLMAX = LMUL*VLEN/SEW derivation across multiple LMUL values",cp_custom_vindexCorners_index_ge_vlmax,The coverpoint relies on the VLMAX derivation (LMUL*VLEN/SEW) to ensure the all-ones index exceeds VLMAX across supported SEW settings.,cp_custom_vindexCorners_index_gt_vl_lt_vlmax,"Uses LMUL=2 to ensure VLMAX >= 2, relying on the VLMAX = LMUL*VLEN/SEW formula to guarantee the index is within range",cp_ssstrictv_vsetvli_x0_x0_reserved,"The coverpoint's condition depends on whether VLMAX would change under new SEW/LMUL settings, exercising the VLMAX = LMUL*VLEN/SEW relationship",cp_masking_edges,"cp_masking_edges uses VLMAX-derived mask patterns (first VLMAX-1 ones, first VLMAX/2+1 ones) and sets vl=VLMAX, exercising the VLMAX = LMUL*VLEN/SEW relationship.",cp_vs2_edges,"cp_vs2_edges ls variant uses edge value 'random < 2*VLMAX', directly exercising offset values relative to the VLMAX boundary.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_vmask_write_lmulge1, cp_custom_vindexCorners_index_ge_vlmax, cp_custom_vindexCorners_index_gt_vl_lt_vlmax, cp_ssstrictv_vsetvli_x0_x0_reserved, cp_masking_edges, cp_vs2_edges) collectively exercise VLMAX across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vreg_offgroup_LMUL2_rsv,Instructions specifying an LMUL=2 vector register group with an odd-numbered vector register are reserved.,cp_custom_allVdOverlapTopVs1_vd_vs1_lmul2,"Tests with LMUL=2 using only even-numbered vd registers (0,4,8,...28), respecting the constraint that odd-numbered registers are reserved for LMUL=2 groups",cp_ssstrictv_vmvnr_reg_align,"vmv2r.v with misaligned registers partially covers this rule since NREG=2 operates as EMUL=2, and odd-numbered register operands are reserved",cp_ssstrictv_lmulgt1_off_group,"Coverpoint tests LMUL=2 with odd-numbered register specifiers, directly exercising the reserved encoding for misaligned LMUL=2 groups",cp_ssstrictv_vmvnr_off_group,vmv2r.v with odd-numbered vd or vs2 tests the LMUL=2 off-group reserved encoding case,cp_vd,"cp_vd with emul2 variant (e.g., vwadd.vv, vwmul.vv, vmv2r.v) uses only even-numbered destination registers, testing the LMUL=2 alignment constraint that odd-numbered registers are reserved.",cp_vs2,"The emul2 variant restricts vs2 to even-numbered registers (v0, v2, ...v30), exercising the constraint that LMUL=2/EMUL=2 register groups must use even-numbered registers. Used by widening .w instructions (vfwadd.wv, etc.) where vs2 has EMUL=2*LMUL.",cr_vs2_vs1_edges,"Edge values include odd-numbered registers (e.g., v1, v31) which are reserved when specifying LMUL=2 groups for vs2 or vs1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_allVdOverlapTopVs1_vd_vs1_lmul2, cp_ssstrictv_vmvnr_reg_align, cp_ssstrictv_lmulgt1_off_group, cp_ssstrictv_vmvnr_off_group, cp_vd, cp_vs2, ...) collectively exercise vreg_offgroup_LMUL2_rsv across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vreg_offgroup_LMUL4_rsv,instructions specifying an LMUL=4 vector register group using vector register numbers that are not multiples of four are reserved.,cp_custom_voffgroup_vd_lmul4,Implicitly exercises the boundary between reserved off-group vector register groups (LMUL=4) and the scalar exception that allows any register for scalar operands,cp_custom_voffgroup_vs1_lmul4,"At LMUL=4, vd and vs2 must be multiples of 4 (on-group), while vs1 uses all off-group registers as scalar operands, implicitly verifying the reserved encoding rules apply only to vector register groups, not scalar operands",cp_custom_vext4_overlapping_vd_vs2_lmul4,"With LMUL=4, the vd register group must start at a multiple of 4 (e.g., v0), which this coverpoint implicitly validates by using a valid LMUL=4 grouping",cp_custom_allVdOverlapTopVs1_vd_vs1_lmul4,"By iterating vd over {0,8,16,24} (all multiples of 4), the coverpoint implicitly confirms proper LMUL=4 register group alignment requirements",cp_ssstrictv_vmvnr_reg_align,"vmv4r.v with misaligned registers partially covers this rule since NREG=4 operates as EMUL=4, and register numbers not multiples of 4 are reserved",cp_ssstrictv_lmulgt1_off_group,"Coverpoint tests LMUL=4 with register numbers not multiples of four, directly exercising the reserved encoding for misaligned LMUL=4 groups",cp_ssstrictv_vmvnr_off_group,vmv4r.v with vd or vs2 not divisible by 4 tests the LMUL=4 off-group reserved encoding case,cp_vd,"cp_vd with emul4 variant (vmv4r.v) uses only destination registers that are multiples of 4, testing the LMUL=4 alignment constraint.",cr_vs2_vs1_edges,"Edge values include registers not aligned to multiples of 4 (e.g., v1, v2, v30, v31), testing reserved encodings for LMUL=4 vector register groups.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_voffgroup_vd_lmul4, cp_custom_voffgroup_vs1_lmul4, cp_custom_vext4_overlapping_vd_vs2_lmul4, cp_custom_allVdOverlapTopVs1_vd_vs1_lmul4, cp_ssstrictv_vmvnr_reg_align, cp_ssstrictv_lmulgt1_off_group, ...) collectively exercise vreg_offgroup_LMUL4_rsv across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vreg_offgroup_LMUL8_rsv,instructions specifying an LMUL=8 vector register group using register numbers that are not multiples of eight are reserved.,cp_custom_voffgroup_vd_lmul8,"By testing all off-group vd registers with LMUL=8, this coverpoint exercises the boundary between reserved encodings for grouped operands and legal scalar operand usage",cp_ssstrictv_vmvnr_reg_align,"vmv8r.v with misaligned registers partially covers this rule since NREG=8 operates as EMUL=8, and register numbers not multiples of 8 are reserved",cp_ssstrictv_lmulgt1_off_group,"Coverpoint tests LMUL=8 with register numbers not multiples of eight, directly exercising the reserved encoding for misaligned LMUL=8 groups",cp_ssstrictv_vmvnr_off_group,vmv8r.v with vd or vs2 not divisible by 8 tests the LMUL=8 off-group reserved encoding case,cp_vd,"cp_vd with emul8 variant (vmv8r.v) uses only destination registers that are multiples of 8, testing the LMUL=8 alignment constraint.",cr_vs2_vs1_edges,"Edge values include registers not aligned to multiples of 8 (e.g., v1, v2, v4, v24, v30, v31), testing reserved encodings for LMUL=8 vector register groups.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_voffgroup_vd_lmul8, cp_ssstrictv_vmvnr_reg_align, cp_ssstrictv_lmulgt1_off_group, cp_ssstrictv_vmvnr_off_group, cp_vd, cr_vs2_vs1_edges) collectively exercise vreg_offgroup_LMUL8_rsv across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vreg_mask_LMUL_indp,"Mask registers are always contained in a single vector register, regardless of LMUL.",cp_custom_maskLS_emul_ge_16,"Coverpoint verifies mask registers remain in a single vector register regardless of LMUL, even when computed EMUL would be >= 16",cp_custom_vmask_write_lmulge1,Directly tests that mask registers are contained in a single vector register regardless of LMUL by verifying only vd is modified when LMUL >= 1,cp_vd,"cp_vd with x variant for mask-producing instructions (vmand.mm, vmseq, vmsbf.m, etc.) exercises all 32 single destination registers, consistent with mask registers being contained in a single vector register regardless of LMUL.",cp_vs1_edges,cp_vs1_edges eew1 variant exercises mask instructions where vs1 is always a single vector register regardless of LMUL setting.,cp_masking_edges,"cp_masking_edges uses v0 as a single mask register across all instructions regardless of LMUL, verifying masks are contained in a single vector register.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_maskLS_emul_ge_16, cp_custom_vmask_write_lmulge1, cp_vd, cp_vs1_edges, cp_masking_edges) collectively exercise vreg_mask_LMUL_indp across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vtype-vta_op,"These two bits modify the behavior of destination tail elements and destination inactive masked-off elements respectively during the execution of vector instructions.  The tail and inactive sets contain element positions that are not receiving new results during a vector operation, as defined in .",cr_vtype_agnostic,"cr_vtype_agnostic crosses vta={0/1} × vma={0/1} with random legal LMUL/vl/mask combinations, verifying that the vta bit (tail agnostic) modifies destination tail element behavior across all four policy combinations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,The rule states the vta bit modifies tail element behavior. cr_vtype_agnostic exercises all four vta/vma combinations to confirm both bits interact correctly with tail and inactive element handling.,Explicit verification that tail elements are actually set to 1s (agnostic=1) versus preserved (agnostic=0) requires a result-checking mechanism beyond cp_masking_edges scope.,,,,,,,,,,,,,,,,,,,,,,,,,,
vtype-vma_op,"These two bits modify the behavior of destination tail elements and destination inactive masked-off elements respectively during the execution of vector instructions.  The tail and inactive sets contain element positions that are not receiving new results during a vector operation, as defined in .",cr_vtype_agnostic,"cr_vtype_agnostic crosses vma={0/1} × vta={0/1} with random legal LMUL/vl/mask combinations, verifying that the vma bit (mask agnostic) modifies inactive masked-off element behavior across all four policy combinations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,The rule states the vma bit modifies inactive masked-off element behavior. cr_vtype_agnostic exercises all four vta/vma combinations to confirm vma interacts correctly with inactive element handling.,Explicit content verification of inactive masked-off elements (should be 1s when vma=1 vs preserved when vma=0) requires result-checking beyond the current coverage scope.,,,,,,,,,,,,,,,,,,,,,,,,,,
vtype-vta_val,All systems must support all four options:,cr_vtype_agnostic,"cr_vtype_agnostic crosses all 4 combinations of vta={0,1} and vma={0,1}, exercising the requirement that all four options must be supported.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cr_vtype_agnostic coverpoint exercises vtype-vta_val, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vtype-vma_val,All systems must support all four options:,cr_vtype_agnostic,"cr_vtype_agnostic has bins=4 explicitly covering all four combinations (vta=0/vma=0, vta=0/vma=1, vta=1/vma=0, vta=1/vma=1), directly verifying that all four required policy options are exercised.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,The rule mandates all four vta/vma policy combinations be supported. cr_vtype_agnostic provides bins=4 that cross exactly those four options with varying LMUL/vl/mask configurations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
